SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
83,89,56,Botad,Botad,Goma,Sau,UG,120.4,126.5,126.5,15.75,15.12,0.63,15.75,15.12,0.63,100%,50,400,HIGHALERT,182,182,0
79,87,57,Botad,Botad,Kaniyad,Sau,G,99,102.25,101.9,2.93,2.64,0.29,2.45,2.16,0.29,83.62%,70,320,ALERT,0,0,0
78,182,55,Botad,Botad,Sukhbhadar,Sau,G,102,109.2,108.2,41.13,37.57,3.56,31.08,27.52,3.56,75.57%,0,255,WARNING,0,0,0
81,92,60,Botad,Gadhada,Bhimdad,Sau,UG,96.32,104.85,104.9,6.79,6.79,0.00,6.79,6.79,0.00,100%,5,435,HIGHALERT,66.42,66.42,0
80,78,66,Botad,Gadhada,Kalubhar,Sau,G,53.72,60.36,58.5,18.14,16.62,1.52,13.12,11.60,1.52,72.33%,5,220,WARNING,0,0,0
77,83,64,Botad,Gadhada,Limbali,Sau,G,124.1,128.1,125.1,8.48,6.94,1.54,2.71,1.17,1.54,31.96%,0,195,NIL,0,0,0
84,79,65,Botad,Gadhada,Malpara,Sau,G,73,78.1,77.8,6.90,6.40,0.50,5.70,5.20,0.50,82.61%,0,230,ALERT,0,0,0
85,2,58,Botad,Ranpur,Utavali,Sau,G,47.3,49.3,49,9.01,6.91,2.10,7.50,5.40,2.10,83.24%,50,460,ALERT,1105,1105,0
2,40,14,Chhotaudepur,Jetpur pavi,Sukhi,CG,G,134,147.82,145.48,173.01,163.22,9.79,120.76,110.97,9.79,69.80%,0,270,NIL,1571.16,3532.91,0
1,41,15,Chhotaudepur,Kawant,Rami,CG,UG,184,196.35,188.3,4.55,4.49,0.06,0.53,0.47,0.06,11.65%,30,90,NIL,0,0,0
10,23,26,Dahod,Devgadh baria,WNKL.-BHEY,CG,UG,214.9,223.57,217.46,13.30,11.69,1.61,3.55,1.94,1.61,26.69%,5,80,NIL,0,0,0
4,25,25,Dahod,Dhanpur,Edalwada,CG,FG,228.5,237.3,232.5,14.08,13.28,0.80,4.00,3.20,0.80,28.41%,0,117,NIL,0,0,0
5,18,21,Dahod,Garbada,Patadungari,CG,UG,160.02,170.84,166.51,41.05,39.64,1.41,15.05,13.64,1.41,36.66%,0,122,NIL,0,0,0
6,24,22,Dahod,Limkheda,Umaria,CG,UG,270.93,280,276.25,13.54,11.67,1.87,6.68,4.81,1.87,49.34%,5,163,NIL,0,0,0
7,16,23,Dahod,Singvad,Hadaf,CG,G,161.5,166.2,163.8,22.09,17.27,4.82,11.42,6.60,4.82,51.70%,0,93,NIL,50,0,0
9,22,24,Dahod,Singvad,Kabutari,CG,UG,180.6,186.3,182.8,9.58,8.07,1.51,3.28,1.77,1.51,34.24%,20,85,NIL,0,0,0
3,26,17,Dahod,Zalod,Kali - II,CG,UG,250,257,250.4,14.52,10.91,3.61,3.94,0.33,3.61,27.13%,12,32,NIL,0,0,0
8,21,18,Dahod,Zalod,Machchhanala,CG,UG,271.31,277.64,273.8,27.75,21.82,5.93,11.41,5.48,5.93,41.12%,4,63,NIL,0,0,0
90,123,137,DevbhumiDwarka,Bhanvad,Kabarka,Sau,UG,92.2,96.85,89.4,4.30,4.06,0.24,0.01,0.00,0.01,0.23%,0,70,NIL,0,0,0
88,195,131,DevbhumiDwarka,Bhanvad,Minsar (V),Sau,UG,85.5,91.8,81.5,5.85,5.54,0.31,0.02,0.00,0.02,0.34%,0,105,NIL,0,0,0
93,115,141,DevbhumiDwarka,Bhanvad,Sonmati,Sau,FG,72,78.5,69.4,7.40,7.09,0.31,0.02,0.00,0.02,0.27%,10,65,NIL,0,0,0
89,100,138,DevbhumiDwarka,Bhanvad,Vartu-I,Sau,UG,32,39.01,30.5,11.83,11.59,0.24,0.04,0.00,0.04,0.34%,5,85,NIL,0,0,0
94,109,142,DevbhumiDwarka,Bhanvad,Vartu-II,Sau,G,31.75,39.95,32.4,25.60,24.03,1.57,2.03,0.46,1.57,7.93%,0,80,NIL,0,0,0
86,118,139,DevbhumiDwarka,Bhanvad,Veradi,Sau,UG,80,85.15,77.5,6.42,6.31,0.11,0.00,0.00,0.00,0.00%,0,85,NIL,0,0,0
87,194,140,DevbhumiDwarka,Bhanvad,Veradi-II,Sau,UG,57.6,65.4,57.5,9.79,9.57,0.22,0.21,0.00,0.21,2.15%,15,85,NIL,0,0,0
97,95,147,DevbhumiDwarka,Jamkalyanpur,Sani,Sau,G,13.65,17.25,9.25,39.02,32.18,6.84,0.00,0.00,0.00,0.00%,0,235,NIL,0,0,0
92,117,146,DevbhumiDwarka,Jamkalyanpur,Shedhabhadthari,Sau,UG,28,32.5,23.9,5.62,4.99,0.63,0.01,0.00,0.01,0.18%,0,35,NIL,0,0,0
95,104,145,DevbhumiDwarka,Jamkhambhalia,Gadhaki,Sau,UG,25.1,30,22,9.34,9.14,0.20,0.00,0.00,0.00,0.00%,0,55,NIL,0,0,0
96,97,149,DevbhumiDwarka,Jamkhambhalia,Ghee,Sau,UG,34.44,40.54,37.07,10.97,10.89,0.08,2.08,2.00,0.08,18.96%,0,95,NIL,0,0,0
91,122,148,DevbhumiDwarka,Kalyanpur,Sindhani,Sau,UG,13,16.35,7.32,8.73,7.96,0.77,0.00,0.00,0.00,0.00%,0,90,NIL,0,0,0
98,127,89,Gir Somnath,Gir-Gadhada,Machhundri,Sau,UG,99.5,109.5,103.95,31.84,26.70,5.14,12.04,6.90,5.14,37.81%,23,100,NIL,143,0,0
99,126,88,Gir Somnath,Gir-Gadhada,Raval,Sau,G,129.85,148.85,142.455,26.73,24.00,2.73,14.21,11.48,2.73,53.16%,53,138,NIL,0,0,0
101,124,90,Gir Somnath,Gir-Gadhada,Shingoda,Sau,G,122.78,141.58,133.18,36.40,36.07,0.33,7.87,7.54,0.33,21.62%,30,160,NIL,0,0,0
100,125,92,Gir Somnath,Talala,Hiran-II,Sau,G,62.42,71.26,66.08,38.58,35.02,3.56,11.19,7.62,3.56,29.00%,15,142,NIL,260,0,0
102,106,164,Jamnagar,Dhrol,Und-II,Sau,G,14.5,18.25,12.15,37.12,32.87,4.25,0.55,0.00,0.55,1.48%,0,240,NIL,0,0,0
107,99,132,Jamnagar,Jamjodhpur,Dia-Minsar,Sau,UG,71.5,75.4,71.32,11.11,8.87,2.24,2.09,0.00,2.09,18.81%,0,110,NIL,84,0,0
119,110,126,Jamnagar,Jamjodhpur,Fulzar (KB),Sau,G,88.4,95.85,92.95,18.03,16.28,1.75,7.53,5.78,1.75,41.76%,0,65,NIL,360,0,0
105,103,128,Jamnagar,Jamjodhpur,Umiyasagar,Sau,G,68,71.05,68.4,1.55,1.37,0.18,0.51,0.33,0.18,32.90%,0,75,NIL,70,0,0
106,107,160,Jamnagar,Jamnagar,Kankavati,Sau,G,26.5,30.5,27,6.82,6.39,0.43,0.60,0.17,0.43,8.80%,15,180,NIL,180,0,0
118,108,156,Jamnagar,Jamnagar,Rangmati,Sau,G,38.5,43.2,42.2,3.36,3.20,0.16,2.17,2.01,0.16,64.58%,5,185,NIL,0,0,0
122,105,157,Jamnagar,Jamnagar,Ruparel,Sau,UG,45.05,48.2,47.8,4.27,3.74,0.53,3.56,3.03,0.53,83.37%,40,150,ALERT,240,0,0
115,114,158,Jamnagar,Jamnagar,Sapada,Sau,UG,27.13,32.77,32.2,5.56,5.27,0.29,4.50,4.21,0.29,80.94%,25,145,ALERT,150,0,0
117,94,163,Jamnagar,Jamnagar,Und-I,Sau,G,90.1,98,94.8,69.05,65.95,3.10,29.88,26.78,3.10,43.27%,65,125,NIL,3680,0,0
108,101,159,Jamnagar,Jamnagar,Vijarkhi,Sau,UG,22.86,30.47,28.25,9.70,9.70,0.00,4.66,4.66,0.00,48.04%,20,180,NIL,0,0,0
103,206,155,Jamnagar,Jamnagar,Wagadiya,Sau,UG,60.2,62.05,62.05,2.27,1.25,1.02,2.27,1.25,1.02,100%,0,255,HIGHALERT,1606,1606,0
113,119,162,Jamnagar,Jamnagar,Wodisang,Sau,UG,72.7,76.5,74.85,7.85,5.58,2.27,4.60,2.33,2.27,58.60%,5,175,NIL,0,0,0
116,111,174,Jamnagar,Jodiya,Aji-IV,Sau,G,14.45,20.4,11.85,39.83,37.49,2.34,0.33,0.00,0.33,0.83%,0,50,NIL,0,0,0
121,98,127,Jamnagar,Kalavad,Fulzar-I,Sau,UG,17.98,24.69,23.8,11.36,11.22,0.14,8.07,7.93,0.14,71.04%,0,120,WARNING,0,0,0
110,113,121,Jamnagar,Kalavad,Phophal-II,Sau,UG,125,129.33,123.25,6.13,5.89,0.24,0.03,0.00,0.03,0.49%,0,110,NIL,0,0,0
112,121,161,Jamnagar,Kalavad,Und-III,Sau,UG,106.6,110.6,107.11,4.69,3.89,0.80,1.04,0.24,0.80,22.17%,0,90,NIL,0,0,0
114,116,150,Jamnagar,Lalpur,Fulzar-II,Sau,UG,47.55,52.12,43.3,3.10,2.83,0.27,0.00,0.00,0.00,0.00%,0,75,NIL,0,0,0
109,102,151,Jamnagar,Lalpur,Puna,Sau,UG,19.81,24.39,22.49,7.83,7.77,0.06,2.80,2.74,0.06,35.76%,0,20,NIL,0,0,0
111,120,152,Jamnagar,Lalpur,Rupavati,Sau,UG,72.75,77.3,69.2,2.76,2.63,0.13,0.00,0.00,0.00,0.00%,0,95,NIL,0,0,0
120,96,153,Jamnagar,Lalpur,Sasoi,Sau,UG,22.25,28.95,25.89,37.97,37.97,0.00,10.72,10.72,0.00,28.23%,0,55,NIL,0,0,0
104,205,154,Jamnagar,Lalpur,Sasoi-II,Sau,UG,100,104.4,100,2.43,2.02,0.41,0.41,0.00,0.41,16.87%,0,75,NIL,10,0,0
134,139,97,Junagadh,Bhesan,Mota-Gujariya,Sau,UG,132.77,140.02,138.25,7.64,7.55,0.09,3.80,3.71,0.09,49.74%,40,245,NIL,67.44,0,0
124,128,101,Junagadh,Bhesan,Uben,Sau,UG,100.61,107.61,102.43,16.20,15.60,0.60,1.90,1.30,0.60,11.73%,5,80,NIL,90.25,0,0
126,131,102,Junagadh,Junagadh,Hasanapur,Sau,UG,137.77,148.13,145.08,8.40,8.19,0.21,4.59,4.38,0.21,54.64%,10,110,NIL,0,0,0
127,132,98,Junagadh,Junagadh,Ozat-II,Sau,G,72.5,77.5,76.07,36.20,27.71,8.49,25.86,17.37,8.49,71.44%,22,206,WARNING,312.66,0,0
128,133,105,Junagadh,Maliya Hatina,Vrajmi,Sau,G,84.6,94,84.57,10.35,10.10,0.25,0.25,0.00,0.25,2.42%,17,163,NIL,0,0,0
131,136,106,Junagadh,Manavadar,Bantva-Kharo,Sau,G,13.8,16.25,14.42,6.68,5.76,0.92,1.53,0.61,0.92,22.90%,15,130,NIL,98,0,0
137,140,91,Junagadh,Mendarda,Hiran-I,Sau,UG,31.24,44.2,37.76,20.22,19.64,0.58,6.15,5.57,0.58,30.42%,60,223,NIL,0,0,0
123,129,103,Junagadh,Mendarda,Madhuvanti,Sau,UG,149.65,165.19,161.03,11.65,11.30,0.35,5.04,4.69,0.35,43.26%,16,197,NIL,38.83,0,0
132,137,99,Junagadh,Vanthali,Ozat-Weir,Sau,G,29.8,32.8,30.26,1.95,1.88,0.07,0.17,0.10,0.07,8.72%,0,270,NIL,3358.56,3538.56,0
133,138,100,Junagadh,Vanthali,Ozat-Weir(Vanthali),Sau,G,25,27.5,25.5,1.79,1.54,0.25,0.46,0.21,0.25,25.70%,0,239,NIL,3602.13,3602.13,0
136,198,104,Junagadh,Vanthali,Sabali,Sau,G,39.05,43.75,40.45,7.20,6.14,1.06,1.68,0.62,1.06,23.33%,0,219,NIL,0,0,0
129,134,94,Junagadh,Visavadar,Ambajal,Sau,G,171.8,182.31,176.6,10.55,9.60,0.95,3.34,2.39,0.95,31.66%,43,211,NIL,0,0,0
130,135,95,Junagadh,Visavadar,Draphad,Sau,G,117.5,124,121.2,9.62,9.29,0.33,3.48,3.15,0.33,36.17%,19,142,NIL,63.76,0,0
135,141,96,Junagadh,Visavadar,Jhanjeshri,Sau,UG,140.15,149.96,145.35,10.03,9.79,0.24,2.96,2.72,0.24,29.51%,15,135,NIL,0,0,0
125,130,93,Junagadh,Visavadar,Prempara,Sau,UG,120.5,127.5,116.97,1.33,1.27,0.06,0.00,0.00,0.00,0.00%,32,168,NIL,0,0,0
33,60,201,Kachchh,Abdasa,Berachia,Kutch,UG,65.7,70.4,68.5,6.86,5.51,1.35,4.04,2.69,1.35,58.89%,0,79,NIL,0,0,0
35,58,199,Kachchh,Abdasa,Jangdia,Kutch,UG,34.7,38.6,34.7,9.04,6.85,2.19,2.20,0.01,2.19,24.34%,0,24,NIL,0,0,0
22,52,202,Kachchh,Abdasa,Kankawati,Kutch,UG,123.74,131.67,127.4,10.51,9.83,0.68,2.66,1.98,0.68,25.31%,0,75,NIL,0,0,0
29,64,200,Kachchh,Abdasa,Mitti,Kutch,UG,14.45,18.65,16.2,20.24,16.27,3.96,8.19,4.23,3.96,40.46%,0,58,NIL,0,0,0
28,45,206,Kachchh,Anjar,Tappar,Kutch,G,29.87,40.85,39.14,49.03,48.79,0.24,32.85,32.61,0.24,67.00%,0,80,NIL,0,0,0
20,54,191,Kachchh,Bhuj,Kaila,Kutch,UG,65.24,79.25,70.5,8.54,8.54,0.00,0.16,0.16,0.00,1.87%,0,65,NIL,0,0,0
37,56,189,Kachchh,Bhuj,Kaswati,Kutch,UG,43.89,51.2,45.25,8.20,7.96,0.24,0.82,0.58,0.24,10.00%,0,54,NIL,0,0,0
25,48,190,Kachchh,Bhuj,Rudramata,Kutch,UG,54.55,66.44,52.8,59.92,54.97,4.95,2.38,0.00,2.38,3.97%,0,56,NIL,0,0,0
27,46,198,Kachchh,Lakhpat,Godhatad,Kutch,UG,16.35,23,20.3,13.99,12.69,1.30,6.81,5.51,1.30,48.68%,0,6,NIL,0,0,0
18,49,196,Kachchh,Lakhpat,Nara,Kutch,UG,18.28,27.43,22.5,39.70,38.21,1.49,9.52,8.03,1.49,23.98%,0,15,NIL,0,0,0
26,47,197,Kachchh,Lakhpat,Sanandro,Kutch,UG,51.2,59.75,52.8,10.35,10.10,0.25,0.68,0.43,0.25,6.57%,0,3,NIL,0,0,0
30,63,203,Kachchh,Mandvi,Don,Kutch,UG,44.6,47.75,45.2,2.28,1.39,0.89,1.11,0.22,0.89,48.68%,0,110,NIL,0,0,0
36,57,204,Kachchh,Mundra,Gajod,Kutch,UG,82.3,90.85,84.6,7.71,7.37,0.34,0.98,0.64,0.34,12.71%,7,52,NIL,0,0,0
31,62,205,Kachchh,Mundra,Kalaghogha,Kutch,UG,31.5,37,37,4.98,4.26,0.72,4.98,4.26,0.72,100%,0,166,HIGHALERT,0,0,0
23,51,193,Kachchh,Nakhatrana,Bhukhi,Kutch,UG,62.05,73,64,15.58,14.58,1.00,1.96,0.96,1.00,12.58%,0,42,NIL,0,0,0
32,61,195,Kachchh,Nakhatrana,Gajansar,Kutch,UG,26.21,30,26.5,5.98,3.90,2.08,2.34,0.26,2.08,39.13%,0,12,NIL,0,0,0
21,53,194,Kachchh,Nakhatrana,Mathal,Kutch,UG,73.44,83.18,78.2,12.29,11.19,1.10,3.60,2.50,1.10,29.29%,0,118,NIL,0,0,0
24,50,192,Kachchh,Nakhatrana,Niruna,Kutch,UG,34.44,43.58,34,27.17,22.98,4.19,3.60,0.00,3.60,13.25%,0,100,NIL,0,0,0
34,59,187,Kachchh,Rapar,Fatehgadh,Kutch,UG,19.5,22.7,21.4,4.04,3.99,0.05,1.36,1.30,0.05,33.66%,0,52,NIL,0,0,0
19,55,188,Kachchh,Rapar,Suvi,Kutch,UG,38.1,42.67,40.4,8.85,8.13,0.71,2.92,2.21,0.71,32.99%,0,189,NIL,0,0,0
11,202,42,Kheda,Kapadvanj,Varansi,CG,G,78,81,76.43,3.18,2.62,0.56,0.20,0.00,0.20,6.29%,0,89,NIL,0,0,0
47,13,32,Mahesana,Satlasana,Dharoi,NG,G,175.87,189.59,184.44,813.14,745.63,67.51,372.16,304.65,67.51,45.77%,0,314,NIL,300,0,0
12,12,28,Mahisagar,Balasinor,Wanakbori,CG,UG,60.05,67.3,67.13,41.88,36.22,5.66,40.96,35.30,5.66,97.80%,4,105,NIL,600,300,300
15,17,19,Mahisagar,Kadana,Kadana,CG,G,99.06,127.71,117.1,1249.30,1191.70,57.60,417.80,360.20,57.60,33.44%,0,78,NIL,3794,600,0
13,19,20,Mahisagar,Khanpur,Bhadar (P),CG,G,110.95,123.72,115.5,30.95,29.23,1.72,6.40,4.68,1.72,20.68%,0,62,NIL,0,0,0
14,14,27,Mahisagar,Lunawada,Panam,CG,G,106.68,127.41,122.85,578.19,552.97,25.22,319.13,293.91,25.22,55.19%,0,45,NIL,277,0,0
143,189,184,Morbi,Halvad,Brahmani,Sau,UG,56.39,64.62,64.4,58.33,56.29,2.04,55.46,53.42,2.04,95.08%,10,90,HIGHALERT,840,0,0
142,200,185,Morbi,Halvad,Brahmani-II,Sau,G,39.15,44.5,42.55,19.80,18.50,1.30,9.60,8.30,1.30,48.48%,10,125,NIL,953,0,140
147,112,177,Morbi,Morbi,Demi - III,Sau,G,21.65,25.6,19.35,9.60,8.47,1.13,0.26,0.00,0.26,2.71%,0,75,NIL,0,0,0
144,166,182,Morbi,Morbi,Ghodadhroi,Sau,G,93.12,98.3,97.85,6.88,5.55,1.33,6.25,4.92,1.33,90.84%,5,165,HIGHALERT,0,0,0
140,150,181,Morbi,Morbi,Machchhu-II,Sau,G,47.24,57.3,50.97,87.90,84.10,3.80,14.52,10.72,3.80,16.52%,0,117,NIL,1333,0,0
141,203,183,Morbi,Morbi,Machchhu-III,Sau,G,22.35,28.7,27,7.99,6.46,1.53,5.42,3.89,1.53,67.83%,0,214,NIL,70,70,0
139,178,173,Morbi,Tankara,Bangawadi,Sau,FG,36.36,42.65,36.32,7.67,7.58,0.09,0.09,0.00,0.09,1.17%,5,90,NIL,0,0,0
145,172,175,Morbi,Tankara,Demi - I,Sau,FG,53.34,60.35,54.37,22.17,22.10,0.07,0.96,0.89,0.07,4.33%,10,155,NIL,190,0,0
146,164,176,Morbi,Tankara,Demi - II,Sau,G,42,48,44.35,21.33,19.91,1.42,4.62,3.20,1.42,21.66%,10,105,NIL,0,0,0
138,158,180,Morbi,Wankaner,Machchhu - I,Sau,UG,122.53,135.33,131.2,68.95,68.95,0.00,25.87,25.87,0.00,37.52%,12,205,NIL,608,0,0
197,6,13,Narmada,Nandod,Karjan,SG,G,78,115.25,103.22,538.75,514.65,24.10,257.18,233.08,24.10,47.74%,18,145,NIL,1882.5,214.5,0
199,8,5,Narmada,Sagbara,Chopadvav,SG,FG,176.4,187.4,178.5,7.18,7.18,0.00,0.21,0.21,0.00,2.92%,39,206,NIL,28,0,0
198,11,6,Narmada,Sagbara,Kakdi-Amba,SG,FG,177.21,187.71,180.4,7.31,7.29,0.02,0.74,0.72,0.02,10.12%,12,164,NIL,40,0,0
201,43,2,Navsari,Vansada,Jhuj,SG,UG,147,167.5,156.65,28.65,27.58,1.07,5.48,4.41,1.07,19.13%,25,350,NIL,20.43,0,0
200,44,3,Navsari,Vansada,Kelia,SG,UG,98.1,113.4,103.45,19.98,19.23,0.75,2.24,1.49,0.75,11.21%,30,401,NIL,65.39,0,0
16,20,29,Panchmahal,Ghoghamba,Karad,CG,FG,123.44,140.08,135.1,42.45,40.06,2.39,20.72,18.33,2.39,48.81%,26,233,NIL,0,0,0
17,15,16,Panchmahal,Halol,Deo,CG,G,80,89.65,87.52,67.95,61.35,6.59,41.46,34.87,6.59,61.02%,30,250,NIL,133.41,0,0
155,145,107,Porbandar,Kutiyana,Amipur,Sau,G,3.35,5.64,3.53,30.00,28.85,1.15,2.17,1.02,1.15,7.23%,0,179,NIL,613.1,0,0
148,146,136,Porbandar,Kutiyana,Kalindri,Sau,UG,45.82,52.23,47.3,7.22,6.50,0.72,1.31,0.59,0.72,18.14%,0,140,NIL,0,0,0
152,199,130,Porbandar,Kutiyana,Saran,Sau,G,33.5,37,32,1.69,1.62,0.07,0.00,0.00,0.00,0.00%,0,115,NIL,0,0,0
154,147,144,Porbandar,Porbandar,Advana,Sau,UG,20.15,24,19.5,2.61,2.21,0.40,0.23,0.00,0.23,8.81%,0,128,NIL,0,0,0
149,144,143,Porbandar,Porbandar,Sorthi,Sau,UG,89.75,95.5,89.99,8.46,7.01,1.45,1.59,0.14,1.45,18.79%,0,140,NIL,0,0,0
150,143,134,Porbandar,Ranavav,Khambhala,Sau,UG,29.26,39.63,36.28,15.37,15.33,0.04,5.96,5.92,0.04,38.78%,2,126,NIL,0,0,0
151,142,133,Porbandar,Ranavav,Phodarness,Sau,UG,82.3,93.57,89.33,23.65,22.26,1.39,11.69,10.30,1.39,49.43%,0,125,NIL,0,0,0
153,204,135,Porbandar,Ranavav,Rana Khirasara,Sau,G,28.52,36.75,33,4.02,3.97,0.05,1.17,1.12,0.05,29.10%,0,175,NIL,0,0,0
